rota,tipo,n_clientes,km,t_desloc_h,t_servico_h,t_total_h,pct_desloc,h_por_cliente,jornada,sequencia
1,VUC,25,171.77710844151812,4.294427711037953,6.25,10.544427711037953,40.726987075292165,0.4217771084415181,VIOLA,0-4-2-19-24-8-21-6-3-23-25-10-11-5-17-22-12-18-9-14-15-16-1-7-20-13-0
