gap_pedido_pct,tempo_real_s,tempo_previsto_s,custo,gap_final_pct
5.0,471.6539099216461,648.0,852.7643898551497,4.937189704668169
2.0,3602.360931634903,,846.9982662581533,2.929464763167895
