gap_pedido_pct,tempo_real_s,tempo_previsto_s,custo,gap_final_pct
5.0,114.59153890609741,111.0,828.7520021615392,4.922184675362353
2.0,1801.4518008232117,,827.8273917692184,3.4784229110959273
