tempo_s,custo,bound,gap_pct
1.9,inf,550.0,inf
2.1,inf,688.17316,inf
39.7,1369.979645,723.455245,47.19226321059682
48.9,1267.989062,723.455245,42.94467778303281
53.8,1089.264929,723.455245,33.583169186933404
53.9,1080.847642,723.455245,33.06593668823492
54.0,1060.591391,723.455245,31.787562001811494
54.1,1060.206563,723.455245,31.762802622831902
54.5,1052.995081,723.455245,31.295477248293057
54.9,1011.623973,723.455245,28.485755151237402
55.1,1003.206686,723.455245,27.885723341361384
56.0,997.5114927,723.455245,27.473994004640705
61.2,997.5114927,723.455245,27.473994004640705
66.2,997.5114927,723.455245,27.473994004640705
71.9,997.5114927,723.455245,27.473994004640705
76.9,997.5114927,723.455245,27.473994004640705
82.2,997.5114927,723.455245,27.473994004640705
87.5,997.5114927,723.455245,27.473994004640705
93.4,997.5114927,723.455245,27.473994004640705
98.4,997.5114927,723.455245,27.473994004640705
104.2,997.5114927,723.455245,27.473994004640705
109.3,997.5114927,723.455245,27.473994004640705
121.2,903.2785181,723.455245,19.90784342776678
126.2,903.2785181,723.455245,19.90784342776678
131.3,903.2785181,723.455245,19.90784342776678
136.4,903.2785181,723.455245,19.90784342776678
141.9,903.2785181,723.455245,19.90784342776678
146.9,903.2785181,723.455245,19.90784342776678
158.4,903.2785181,723.455245,19.90784342776678
163.4,903.2785181,723.455245,19.90784342776678
168.6,903.2785181,724.4562186,19.797027817748116
173.6,903.2785181,724.4562186,19.797027817748116
178.7,903.2785181,724.4562186,19.797027817748116
183.8,903.2785181,725.2614595,19.707881349204428
188.9,903.2785181,728.3133185,19.370016677472893
193.9,903.2785181,728.3133185,19.370016677472893
197.7,903.2785181,766.6876318,15.121679920752682
220.9,903.2785181,776.4170756,14.044554360359038
230.8,903.2785181,776.4170756,14.044554360359038
235.8,903.2785181,776.4170756,14.044554360359038
240.9,903.2785181,776.4170756,14.044554360359038
246.0,903.2785181,776.4170756,14.044554360359038
251.0,903.2785181,777.0295168,13.976752327239922
256.9,903.2785181,778.0421954,13.864640882131045
262.1,903.2785181,778.0421954,13.864640882131045
267.1,903.2785181,778.0421954,13.864640882131045
269.8,887.0613398,778.0421954,12.289921734677325
270.5,886.8525625,778.0421954,12.269273574997422
270.7,886.7887402,778.0421954,12.26295958330212
275.8,886.7887402,778.0421954,12.26295958330212
280.8,886.7887402,778.0421954,12.26295958330212
303.6,886.7887402,778.0421954,12.26295958330212
308.7,886.7887402,778.0421954,12.26295958330212
321.7,881.4105346,778.0421954,11.727604236873622
326.8,881.4105346,778.0421954,11.727604236873622
331.8,881.4105346,778.0421954,11.727604236873622
336.8,881.4105346,778.0421954,11.727604236873622
360.7,881.4105346,778.0421954,11.727604236873622
365.7,881.4105346,778.0421954,11.727604236873622
370.7,871.0502133,779.0653651,10.56022337122364
371.0,870.3534193,779.0653651,10.488619011047302
391.0,842.6599387,779.0653651,7.546884654100144
396.1,842.6599387,779.0653651,7.546884654100144
401.2,842.6599387,779.0653651,7.546884654100144
406.3,842.6599387,779.0653651,7.546884654100144
411.3,842.6599387,779.0653651,7.546884654100144
416.3,842.6599387,779.0653651,7.546884654100144
422.1,842.6599387,779.9968515,7.436343455068295
427.2,842.6599387,779.9968515,7.436343455068295
432.2,842.6599387,779.9968515,7.436343455068295
436.6,842.6599387,779.9968515,7.436343455068295
436.7,842.6599387,782.9848173,7.081756074943209
441.5,842.6599387,785.0826516,6.832802232039945
441.7,842.6599387,785.0826516,6.832802232039945
446.7,842.6599387,785.7002824,6.759506852535745
452.0,842.6599387,785.7002824,6.759506852535745
457.0,842.6599387,785.7002824,6.759506852535745
462.0,842.6599387,785.7002824,6.759506852535745
467.3,842.6599387,785.7002824,6.759506852535745
471.3,840.7968296,785.7002824,6.552896640465642
476.3,840.7968296,785.7002824,6.552896640465642
481.3,840.7968296,785.7002824,6.552896640465642
487.7,840.7968296,785.7002824,6.552896640465642
492.7,840.7968296,785.7002824,6.552896640465642
497.9,840.7968296,785.7002824,6.552896640465642
503.0,840.7968296,785.7002824,6.552896640465642
508.1,840.7968296,785.7002824,6.552896640465642
513.1,840.7968296,785.7002824,6.552896640465642
518.7,840.7968296,785.7002824,6.552896640465642
523.8,840.7968296,785.7002824,6.552896640465642
528.9,840.7968296,785.7002824,6.552896640465642
534.2,840.7968296,785.7002824,6.552896640465642
539.2,840.7968296,785.7002824,6.552896640465642
544.3,840.7968296,785.7002824,6.552896640465642
549.4,840.7968296,785.7002824,6.552896640465642
554.6,840.7968296,785.7002824,6.552896640465642
557.2,840.7968296,785.7002824,6.552896640465642
557.3,840.7968296,785.7002824,6.552896640465642
562.4,840.7968296,786.9949613,6.398914268693862
567.4,840.7968296,786.9949613,6.398914268693862
572.4,840.7968296,786.9949613,6.398914268693862
577.4,840.7968296,786.9949613,6.398914268693862
582.4,840.7968296,786.9949613,6.398914268693862
587.6,840.7968296,786.9949613,6.398914268693862
592.6,840.7968296,786.9949613,6.398914268693862
597.7,840.7968296,786.9949613,6.398914268693862
603.2,840.7968296,786.9949613,6.398914268693862
608.2,840.7968296,786.9949613,6.398914268693862
613.2,840.7968296,786.9949613,6.398914268693862
618.3,840.7968296,786.9949613,6.398914268693862
623.6,840.7968296,786.9949613,6.398914268693862
628.7,840.7968296,786.9949613,6.398914268693862
633.7,840.7968296,786.9949613,6.398914268693862
638.7,840.7968296,786.9949613,6.398914268693862
643.7,840.7968296,786.9949613,6.398914268693862
648.8,840.7968296,786.9949613,6.398914268693862
653.8,840.7968296,786.9949613,6.398914268693862
658.8,840.7968296,786.9949613,6.398914268693862
663.8,840.7968296,786.9949613,6.398914268693862
669.2,840.7968296,786.9949613,6.398914268693862
674.2,840.7968296,787.1741599,6.3776013196327686
679.2,840.7968296,787.1741599,6.3776013196327686
684.4,840.7968296,787.1741599,6.3776013196327686
689.5,840.7968296,787.1741599,6.3776013196327686
694.5,840.7968296,787.1741599,6.3776013196327686
699.5,840.7968296,787.1741599,6.3776013196327686
704.5,840.7968296,787.1741599,6.3776013196327686
709.6,840.7968296,787.1741599,6.3776013196327686
714.7,840.7968296,787.1741599,6.3776013196327686
720.2,840.7968296,787.1741599,6.3776013196327686
725.7,840.7968296,787.1741599,6.3776013196327686
730.8,840.7968296,787.1741599,6.3776013196327686
735.9,840.7968296,787.1741599,6.3776013196327686
740.9,840.7968296,787.1741599,6.3776013196327686
746.0,840.7968296,787.1843708,6.376386888317069
751.0,840.7968296,787.1843708,6.376386888317069
756.1,840.7968296,787.1843708,6.376386888317069
761.1,840.7968296,787.1843708,6.376386888317069
766.1,840.7968296,787.1843708,6.376386888317069
771.1,840.7968296,787.1843708,6.376386888317069
776.2,840.7968296,787.5402024,6.334066129309298
781.3,840.7968296,787.5402024,6.334066129309298
786.3,840.7968296,787.5402024,6.334066129309298
791.4,840.7968296,787.5402024,6.334066129309298
796.4,840.7968296,787.5402024,6.334066129309298
801.4,840.7968296,787.5402024,6.334066129309298
806.4,840.7968296,787.5402024,6.334066129309298
811.6,840.7968296,787.5402024,6.334066129309298
816.6,840.7968296,787.5402024,6.334066129309298
821.7,840.7968296,787.5402024,6.334066129309298
826.7,840.7968296,787.5402024,6.334066129309298
831.7,840.7968296,787.5402024,6.334066129309298
837.8,840.7968296,787.5402024,6.334066129309298
842.8,840.7968296,787.5402024,6.334066129309298
847.9,840.7968296,787.5402024,6.334066129309298
852.9,840.7968296,787.5402024,6.334066129309298
855.9,840.7968296,787.5402024,6.334066129309298
904.5,840.7968296,787.5402024,6.334066129309298
905.2,839.40835,787.5402024,6.179131718191753
910.2,839.40835,787.5402024,6.179131718191753
915.3,839.40835,787.5402024,6.179131718191753
920.3,839.40835,787.5402024,6.179131718191753
925.3,839.40835,787.5402024,6.179131718191753
930.3,839.40835,787.5402024,6.179131718191753
935.4,839.40835,787.5402024,6.179131718191753
940.6,839.40835,787.5402024,6.179131718191753
945.9,839.40835,787.5402024,6.179131718191753
951.0,839.40835,787.5402024,6.179131718191753
956.0,839.40835,787.5402024,6.179131718191753
961.1,839.40835,787.5402024,6.179131718191753
966.2,839.40835,787.5402024,6.179131718191753
971.2,839.40835,787.5402024,6.179131718191753
976.2,839.40835,787.5402024,6.179131718191753
981.2,839.40835,787.5402024,6.179131718191753
986.4,839.40835,787.5402024,6.179131718191753
991.4,839.40835,787.5402024,6.179131718191753
996.4,839.40835,787.5402024,6.179131718191753
1001.5,839.40835,787.5402024,6.179131718191753
1006.5,839.40835,787.5402024,6.179131718191753
1011.5,839.40835,787.5402024,6.179131718191753
1016.5,839.40835,787.5402024,6.179131718191753
1021.6,839.40835,787.5402024,6.179131718191753
1026.9,839.40835,787.5402024,6.179131718191753
1031.9,839.40835,787.5402024,6.179131718191753
1036.9,839.40835,787.5402024,6.179131718191753
1041.9,839.40835,787.5402024,6.179131718191753
1047.0,839.40835,787.5402024,6.179131718191753
1052.1,839.40835,787.5402024,6.179131718191753
1057.3,839.40835,787.5402024,6.179131718191753
1062.3,839.40835,787.5402024,6.179131718191753
1067.3,839.40835,787.5402024,6.179131718191753
1072.3,839.40835,787.5402024,6.179131718191753
1077.4,839.40835,787.5402024,6.179131718191753
1082.4,839.40835,787.5402024,6.179131718191753
1088.2,839.40835,787.5402024,6.179131718191753
1093.2,839.40835,787.5402024,6.179131718191753
1098.2,839.40835,787.5402024,6.179131718191753
1103.2,839.40835,787.5402024,6.179131718191753
1108.2,839.40835,787.5402024,6.179131718191753
1113.2,839.40835,787.5402024,6.179131718191753
1118.3,839.40835,787.5402024,6.179131718191753
1123.3,839.40835,787.5402024,6.179131718191753
1128.3,839.40835,787.5402024,6.179131718191753
1133.4,839.40835,787.5402024,6.179131718191753
1138.9,839.40835,787.5402024,6.179131718191753
1143.9,839.40835,787.5402024,6.179131718191753
1148.9,839.40835,787.5402024,6.179131718191753
1153.9,839.40835,787.5402024,6.179131718191753
1159.0,839.40835,787.5402024,6.179131718191753
1164.1,839.40835,787.5402024,6.179131718191753
1169.4,839.40835,787.5402024,6.179131718191753
1174.4,839.40835,787.5402024,6.179131718191753
1179.4,839.40835,787.5402024,6.179131718191753
1184.4,839.40835,787.5402024,6.179131718191753
1189.5,839.40835,787.5402024,6.179131718191753
1194.5,839.40835,787.5402024,6.179131718191753
1199.6,839.40835,787.5402024,6.179131718191753
1204.6,839.40835,787.5402024,6.179131718191753
1209.6,839.40835,787.5402024,6.179131718191753
