solver,time_limit,mip_gap_pedido,tempo_s,status,termination,custo,bound,gap_pct,otimo,rotulo,subtours
gurobi_direct,60,,60.20244002342224,aborted,maxTimeLimit,807.6656626622771,780.5249102635365,3.360394486658943,False,1min,0
gurobi_direct,300,,73.77016520500183,ok,optimal,807.6656626622771,807.6656626622771,0.0,True,5min,0
